accx,accy,accz
1.0063,0.0034,0.1115
1.0038,0.0048,0.113
1.0058,0.0034,0.111
1.0053,0.0014,0.1115
1.0019,0.0038,0.1115
1.0053,0.0048,0.1145
1.0082,0.0029,0.1091
1.0028,0.0029,0.111
1.0033,0.0024,0.1096
1.0063,0.0034,0.113
1.0043,0.0048,0.1135
1.0028,-0.001,0.1091
1.0082,0.0024,0.113
1.0043,0.0034,0.1135
1.0092,0.0024,0.1105
1.0077,-0.001,0.1115
1.0053,-0.0005,0.1115
1.0053,0.0024,0.112
1.0077,-0.0001,0.114
1.0068,0.0009,0.1066
1.0068,0.0019,0.1066
1.0092,-0.001,0.1071
1.0068,0.0014,0.1091
1.0077,0.0014,0.1101
1.0087,0.0014,0.1076
1.0092,0.0009,0.1057
1.0087,0.0029,0.1081
1.0097,0.0053,0.1052
1.0131,0.0014,0.1057
1.0141,0.0009,0.1071
1.0151,0.0043,0.1041
1.0107,0.0024,0.1036
1.0136,0.0009,0.1022
1.0165,0.0019,0.1076
1.0155,0.0009,0.1041
1.0141,0.0024,0.0993
1.019,0.0029,0.1032
1.018,0.0019,0.1032
1.0126,0.0038,0.1022
1.018,0.0043,0.1007
1.0185,0.0053,0.1041
1.018,0.0029,0.1022
1.0155,0.0073,0.1041
1.0151,0.0048,0.1046
1.0131,0.0063,0.1057
1.0175,0.0043,0.1057
1.0121,0.0038,0.1036
1.0082,0.0034,0.1052
1.0112,0.0058,0.1091
1.0107,0.0053,0.1066
1.0068,0.0043,0.1027
1.0028,0.0029,0.1091
1.0072,-0.0001,0.1062
1.0092,0.0058,0.1101
1.0092,0.0029,0.1115
1.0131,0.0014,0.1115
1.0097,0.0048,0.1125
1.0121,0.0019,0.1115
1.0121,0.0014,0.1115
1.0151,0.0048,0.1096
1.0087,-0.0001,0.1115
1.0112,-0.0001,0.114
1.0116,0.0043,0.1105
1.0082,0.0004,0.113
1.0121,0.0004,0.112
1.0146,0.0014,0.1091
1.0112,-0.0001,0.114
1.0136,-0.0001,0.1105
1.0121,0.0009,0.1096
1.0131,0.0019,0.1071
1.0136,0.0014,0.1071
1.0121,0.0019,0.1052
1.0126,0.0019,0.1076
1.0131,0.0019,0.1046
1.0131,0.0029,0.1052
1.0131,0.0024,0.1027
1.0092,0.0019,0.1012
1.0097,0.0068,0.1036
1.0116,0.0038,0.1007
1.0131,0.0053,0.0958
1.0146,0.0058,0.1007
1.0151,0.0053,0.1027
1.0199,0.0029,0.1046
1.0204,0.0053,0.1076
1.0175,0.0053,0.1062
1.019,0.0043,0.1096
1.0199,0.0053,0.1125
1.0126,0.0029,0.1125
1.0136,0.0038,0.1169
1.0185,0.0043,0.1164
1.0175,0.0058,0.1149
1.0155,0.0019,0.1174
1.0136,0.0014,0.1193
1.0136,0.0029,0.1169
1.0146,0.0029,0.114
1.0155,0.0038,0.1184
1.0155,0.0029,0.1193
1.0116,-0.0001,0.1154
1.0116,0.0038,0.1174
1.0072,0.0078,0.114
1.0068,0.0073,0.112
1.0024,0.0053,0.1081
1.0019,-0.001,0.1135
0.9994,0.0034,0.1154
1.0004,0.0043,0.1101
1.0019,0.0019,0.1076
0.9999,-0.0001,0.1105
0.997,0.0048,0.1091
1.0004,0.0073,0.1096
1.0038,0.0058,0.1036
1.0009,0.0029,0.1022
1.0024,0.0024,0.1062
1.0028,0.0043,0.1046
1.0058,-0.0001,0.1027
1.0077,0.0048,0.1017
1.0116,0.0053,0.1027
1.0116,0.0034,0.1052
1.0146,0.0024,0.1017
1.0121,0.0058,0.1036
1.0126,0.0019,0.1027
1.0116,0.0078,0.0983
1.0141,0.0038,0.1032
1.017,0.0024,0.1022
1.0155,0.0048,0.0997
1.0141,0.0053,0.1032
1.0165,0.0034,0.1052
1.0102,0.0063,0.1027
1.0151,0.0068,0.1046
1.017,0.0048,0.1062
1.0131,0.0029,0.1081
1.0121,0.0053,0.1101
1.0136,0.0078,0.1086
1.0097,0.0087,0.1071
1.0107,0.0107,0.1086
1.0102,0.0082,0.114
1.0102,0.0102,0.114
1.0033,0.0131,0.114
1.0087,0.0078,0.112
1.0146,0.0107,0.114
1.0121,0.0063,0.1135
1.0092,0.0068,0.1145
1.0038,0.0068,0.114
1.0068,0.0043,0.1135
1.0063,0.0087,0.1159
1.0102,0.0048,0.1105
1.0048,0.0058,0.1101
1.0068,0.0053,0.1179
1.0053,0.0058,0.1159
1.0038,0.0034,0.1052
1.0092,0.0043,0.1096
1.0068,0.0034,0.111
1.0063,0.0048,0.1081
1.0063,0.0053,0.1071
1.0058,0.0004,0.1062
1.0072,0.0004,0.1052
1.0082,0.0029,0.1041
1.0112,0.0029,0.0997
1.0082,0.0053,0.1012
1.0097,0.0014,0.0983
1.0136,-0.0005,0.1002
1.017,0.0029,0.1036
1.0116,-0.0005,0.1017
1.0112,-0.0001,0.1017
1.0141,0.0014,0.0988
1.0136,-0.001,0.1002
1.0165,0.0024,0.1052
1.018,0.0029,0.1022
1.0136,-0.0001,0.1066
1.0131,0.0063,0.1081
1.0112,0.0073,0.1062
1.0146,0.0048,0.1041
1.0131,0.0038,0.1057
1.0151,0.0034,0.1036
1.0146,0.0029,0.1022
1.0131,0.0053,0.1032
1.0151,0.0038,0.1071
1.0141,0.0024,0.1052
1.0165,0.0024,0.1046
1.017,0.0078,0.1066
1.0151,0.0053,0.1062
1.0141,0.0009,0.1081
1.0126,0.0029,0.1081
1.0155,0.0029,0.113
1.0151,0.0029,0.111
1.0116,0.0029,0.1125
1.0131,0.0043,0.1174
1.0107,0.0048,0.1135
1.0112,0.0009,0.113
1.0058,0.0024,0.1154
1.0077,0.0043,0.1105
1.0092,0.0024,0.1101
1.0082,-0.0001,0.114
1.0082,-0.0025,0.1105
1.0107,0.0004,0.1115
1.0107,-0.001,0.1036
1.0087,-0.003,0.1071
1.0048,0.0019,0.1062
1.0116,0.0029,0.1071
1.0116,0.0014,0.1096
1.0092,0.0009,0.1086
1.0087,0.0019,0.1027
1.0072,-0.0005,0.1036
1.0112,0.0009,0.1066
1.0072,-0.0005,0.1062
1.0087,0.0019,0.1046
1.0107,0.0073,0.1057
1.0077,0.0014,0.1057
1.0072,0.0009,0.1046
1.0112,0.0048,0.1062
1.0087,0.0034,0.1086
1.0077,0.0053,0.1071
1.0131,0.0063,0.1096
1.0087,0.0029,0.1086
1.0126,0.0063,0.1105
1.0126,0.0043,0.1115
1.0112,0.0082,0.1091
1.0131,0.0078,0.1041
1.0112,0.0078,0.1032
1.0097,0.0034,0.1105
1.0116,0.0063,0.111
1.0141,0.0053,0.1076
1.0112,0.0048,0.1071
1.0116,0.0038,0.1115
1.0126,0.0053,0.1076
1.0087,0.0029,0.1066
1.0077,0.0034,0.1086
1.0121,0.0004,0.1057
1.0097,0.0009,0.1062
1.0068,0.0048,0.111
1.0097,0.0043,0.1096
1.0072,0.0019,0.1086
1.0112,0.0048,0.1076
1.0116,0.0034,0.1096
1.0087,0.0014,0.112
1.0068,0.0043,0.1115
1.0092,0.0034,0.1115
1.0107,0.0034,0.1076
1.0107,0.0034,0.113
1.0116,0.0024,0.1091
1.0077,0.0053,0.1071
1.0121,0.0043,0.113
1.0102,0.0024,0.1091
1.0077,0.0029,0.1096
1.0097,0.0048,0.1115
1.0087,0.0019,0.1062
1.0072,0.0048,0.1066
1.0072,0.0029,0.1105
1.0116,0.0053,0.1071
1.0092,0.0029,0.1076
1.0107,0.0034,0.1076
1.0121,0.0073,0.1076
1.0155,0.0024,0.1062
1.0141,0.0029,0.1096
1.0126,0.0058,0.1022
1.0126,0.0102,0.1041
1.0141,0.0048,0.1032
1.016,0.0048,0.1046
1.0136,0.0038,0.1032
1.0175,-0.0001,0.1062
1.0195,0.0029,0.1071
1.016,0.0063,0.1071
1.0141,0.0038,0.1032
1.0112,0.0019,0.1002
1.0136,0.0058,0.1022
1.0107,0.0053,0.1032
1.0116,0.0112,0.1012
1.0116,0.0063,0.1066
1.0058,0.0063,0.1041
1.0063,0.0073,0.1022
1.0082,0.0073,0.0993
1.0112,0.0048,0.1036
1.0058,0.0043,0.1062
1.0072,0.0038,0.1081
1.0077,0.0068,0.1081
1.0072,0.0034,0.1062
1.0097,0.0019,0.1052
1.0121,0.0053,0.114
1.0107,0.0043,0.1135
1.0112,0.0038,0.1052
1.0097,0.0058,0.1105
1.0116,0.0043,0.1105
1.0092,0.0029,0.1086
1.0112,0.0024,0.112
1.0082,0.0019,0.1115
1.0126,0.0014,0.1135
1.016,0.0009,0.111
1.0136,0.0004,0.1086
1.0112,0.0004,0.1086
1.0097,-0.001,0.1052
1.0141,-0.0015,0.1007
1.0112,0.0034,0.1027
1.0097,0.0019,0.1041
1.0146,0.0019,0.1036
1.0126,-0.0001,0.1002
1.0116,0.0048,0.0973
1.0165,0.0058,0.0973
1.0126,0.0048,0.0993
1.0185,0.0048,0.1012
1.0175,0.0058,0.1017
1.017,0.0058,0.1007
1.0195,0.0038,0.1062
1.0199,0.0068,0.1076
1.0185,0.0068,0.1115
1.017,0.0014,0.112
1.0175,0.0053,0.1164
1.0175,0.0063,0.112
1.0155,0.0053,0.114
1.0141,0.0043,0.1135
1.0151,0.0043,0.1159
1.0165,0.0053,0.1169
1.016,0.0038,0.1125
1.0165,0.0029,0.1135
1.0121,0.0063,0.1105
1.0107,0.0029,0.113
1.0102,0.0053,0.1188
1.0082,0.0043,0.1154
1.0092,0.0014,0.1091
1.0043,0.0058,0.113
1.0019,0.0073,0.1101
1.0009,0.0053,0.1101
1.0014,0.0087,0.113
0.9999,0.0097,0.1149
1.0024,0.0029,0.113
1.0014,0.0078,0.1086
1.0028,0.0038,0.1066
1.0004,0.0034,0.1057
1.0004,0.0019,0.1062
1.0053,0.0058,0.1017
1.0072,0.0009,0.1012
1.0038,0.0048,0.1027
1.0072,0.0043,0.1036
1.0087,0.0048,0.1012
1.0097,0.0043,0.0993
1.0092,-0.0001,0.0993
1.0082,-0.0001,0.1022
1.0131,0.0029,0.1022
1.016,0.0063,0.0988
1.0121,0.0063,0.1007
1.0121,0.0043,0.1022
1.0165,0.0068,0.1057
1.017,0.0058,0.1041
1.016,0.0058,0.1046
1.0136,0.0048,0.1012
1.0151,0.0034,0.1052
1.0146,0.0043,0.1052
1.0116,0.0043,0.1027
1.0121,0.0073,0.1062
1.0116,0.0068,0.1057
1.0092,0.0082,0.1066
1.0107,0.0073,0.1105
1.0102,0.0078,0.1081
1.0102,0.0082,0.1071
1.0077,0.0048,0.1071
1.0097,0.0068,0.1096
1.0102,0.0097,0.1101
1.0072,0.0078,0.1105
1.0063,0.0097,0.1105
1.0072,0.0058,0.1135
1.0072,0.0043,0.1101
1.0053,0.0038,0.113
1.0063,0.0078,0.1169
1.0077,0.0068,0.1086
1.0082,0.0073,0.1105
1.0072,0.0014,0.1115
1.0068,0.0048,0.1125
1.0072,0.0043,0.1101
1.0043,0.0034,0.1115
1.0038,0.0009,0.1105
1.0072,0.0024,0.1101
1.0048,0.0053,0.1135
1.0043,0.0087,0.111
1.0068,0.0053,0.1071
1.0063,0.0078,0.1046
1.0043,0.0034,0.1062
1.0121,0.0034,0.1057
1.0077,0.0073,0.0997
1.0077,0.0038,0.1022
1.0136,0.0029,0.1041
1.0126,0.0014,0.1057
1.0146,0.0009,0.1027
1.0155,0.0029,0.0997
1.0146,0.0024,0.1017
1.0131,0.0029,0.1066
1.0165,0.0024,0.1036
1.0107,0.0029,0.1062
1.0126,0.0019,0.1076
1.0175,0.0029,0.1032
1.016,0.0038,0.1027
1.0151,0.0038,0.1086
1.0199,0.0019,0.1036
1.0185,0.0024,0.1027
1.0155,0.0043,0.1027
1.016,0.0034,0.1017
1.018,0.0004,0.1017
1.0199,-0.002,0.1032
1.0195,0.0009,0.1036
1.019,0.0009,0.1041
1.016,0.0014,0.1041
1.0112,0.0038,0.1071
1.0116,0.0038,0.1086
1.0136,0.0034,0.1062
1.0121,0.0024,0.1101
1.0087,0.0029,0.1096
1.0112,0.0004,0.111
1.0097,-0.004,0.1115
1.0131,-0.0035,0.1125
1.0053,-0.0001,0.114
1.0107,0.0034,0.1169
1.0112,0.0004,0.1086
1.0077,0.0009,0.1046
1.0072,-0.002,0.1091
1.0058,0.0004,0.1105
1.0112,0.0029,0.1046
1.0116,0.0024,0.1046
1.0087,0.0043,0.1096
1.0097,0.0029,0.1091
1.0077,-0.0001,0.1076
1.0063,0.0014,0.1052
1.0092,-0.002,0.1052
1.0077,-0.0015,0.1032
1.0072,0.0014,0.1052
1.0082,0.0019,0.1027
1.0072,0.0038,0.1036
1.0077,0.0048,0.1036
1.0087,0.0014,0.1052
1.0092,-0.0001,0.1086
1.0092,-0.0015,0.1076
1.0121,0.0029,0.1091
1.0087,-0.001,0.1086
1.0053,0.0009,0.1081
1.0092,0.0024,0.1086
1.0082,0.0019,0.1081
1.0087,0.0019,0.1115
1.0116,0.0068,0.1096
1.0097,0.0048,0.111
1.0082,0.0034,0.1076
1.0058,0.0024,0.1101
1.0102,0.0038,0.1125
1.0097,0.0024,0.1081
1.0131,0.0019,0.113
1.0112,0.0029,0.112
1.0092,0.0068,0.1101
1.0097,0.0014,0.1076
1.0097,0.0019,0.1076
1.0112,0.0014,0.1071
1.0126,0.0024,0.1076
1.0146,0.0063,0.112
1.0116,0.0038,0.1101
1.0102,0.0014,0.1066
1.0126,0.0019,0.1076
1.0116,0.0009,0.1081
1.0131,0.0019,0.1115
1.0116,0.0029,0.1076
1.0131,0.0019,0.1057
1.0121,0.0024,0.1071
1.0072,0.0024,0.1076
1.0131,-0.001,0.1086
1.0121,0.0009,0.1052
1.0116,-0.0001,0.1027
1.0087,0.0024,0.1027
1.0077,0.0034,0.1057
1.0107,0.0043,0.1066
1.0107,0.0034,0.1071
1.0112,0.0029,0.1076
1.0141,0.0063,0.1017
1.0112,0.0034,0.1076
1.0112,0.0043,0.1086
1.0136,0.0043,0.1036
1.0131,0.0043,0.1062
1.0136,0.0024,0.1041
1.0126,0.0058,0.1057
1.0087,0.0019,0.1057
1.0141,0.0009,0.1046
1.0136,0.0058,0.1022
1.0131,0.0063,0.1057
1.0141,0.0068,0.1071
1.0141,0.0092,0.1076
1.0165,0.0048,0.1062
1.0092,0.0014,0.1071
1.0136,0.0078,0.1096
1.0136,0.0029,0.1062
1.0092,0.0053,0.1052
1.0146,0.0073,0.1081
1.0116,0.0053,0.1076
1.0068,0.0078,0.1071
1.0092,0.0053,0.1066
1.0097,0.0043,0.1057
1.0082,0.0034,0.1052
1.0058,-0.0001,0.1057
1.0092,-0.0001,0.1135
1.0082,0.0053,0.1115
1.0092,0.0014,0.1135
1.0082,0.0004,0.1062
1.0087,-0.0005,0.1115
1.0107,0.0019,0.1091
1.0077,0.0019,0.1071
1.0087,-0.002,0.1096
1.0116,0.0034,0.1125
1.0112,0.0038,0.1091
1.0146,0.0038,0.1086
1.0107,0.0019,0.113
1.0102,0.0004,0.113
1.0097,-0.0001,0.1076
1.0121,-0.001,0.1071
1.0097,-0.0015,0.1096
1.016,0.0019,0.1091
1.0131,0.0038,0.1057
1.0131,-0.0001,0.1057
1.0107,0.0004,0.1046
1.0107,-0.0005,0.1046
1.0082,-0.004,0.0988
1.0077,0.0014,0.0953
1.0092,0.0014,0.0988
1.0151,0.0024,0.0983
1.016,0.0029,0.0973
1.017,0.0063,0.0978
1.017,0.0053,0.0968
1.0185,0.0034,0.1022
1.0175,0.0043,0.1007
1.0165,0.0048,0.1012
1.016,0.0024,0.1032
1.017,0.0053,0.1062
1.0195,0.0078,0.1101
1.0195,0.0068,0.111
1.017,0.0063,0.1091
1.017,0.0034,0.1081
1.0219,0.0053,0.111
1.0209,0.0063,0.1101
1.0185,0.0048,0.111
1.0165,0.0029,0.1105
1.018,0.0034,0.113
1.017,0.0073,0.112
1.0126,0.0029,0.1149
1.0116,0.0009,0.1096
1.0097,0.0029,0.113
1.0063,0.0038,0.1115
1.0028,0.0043,0.1145
1.0028,0.0082,0.1154
1.0009,0.0038,0.1135
0.9985,0.0068,0.1115
1.0019,0.0097,0.1105
1.0014,0.0082,0.1066
0.997,0.0043,0.1062
0.9994,0.0073,0.1057
1.0028,0.0073,0.1002
1.0019,0.0082,0.1057
1.0004,0.0097,0.1017
1.0072,0.0092,0.1036
1.0068,0.0078,0.1046
1.0068,0.0073,0.1036
1.0097,0.0078,0.1041
